0,1,2
0.9930577,0.29001683,0.988455
0.9890112,0.11990675,0.06252712
0.98890555,0.119882524,0.06268346
0.98891103,0.11988428,0.062675804
0.98890734,0.119883895,0.062681556
0.98890454,0.119883806,0.062686265
0.98890287,0.11988351,0.06268889
0.988902,0.11988336,0.06269026
0.98890144,0.11988369,0.06269121
0.98890114,0.11988342,0.06269163
0.988901,0.11988336,0.06269187
0.9889009,0.11988336,0.06269193
0.9889009,0.11988342,0.06269202
0.9889008,0.11988342,0.06269199
0.9889008,0.11988333,0.062692076
0.9889008,0.11988336,0.062692046
0.9889008,0.11988342,0.062692076
0.9889008,0.11988324,0.062692225
0.9889008,0.1198833,0.062692165
0.9889008,0.1198833,0.062692165
0.9889008,0.1198833,0.062692165
0.9889008,0.11988324,0.062692106
0.9889008,0.11988324,0.062692106
0.9889008,0.11988324,0.062692106
0.9889008,0.11988324,0.062692106
0.9846363,0.18339726,0.180354
0.9479797,0.15873948,0.6003646
0.81896317,0.09000617,0.8832498
0.66030955,0.06858763,0.89318967
0.7856995,0.046612978,0.891968
0.8765696,0.020256758,0.87454665
0.939169,0.013843358,0.65400726
0.8878778,0.010772556,0.30483547
0.7303773,0.014821947,0.16050771
0.38043404,0.036755472,0.06860909
0.10873991,0.10772139,0.029415995
0.043901056,0.19526961,0.0140013695
0.019472092,0.23436603,0.0065931976
0.020260453,0.19060218,0.003463
0.028490007,0.07764,0.0073266327
0.016978443,0.20141608,0.005537957
0.018387169,0.41934538,0.0064430535
0.0201734,0.6749505,0.0075538754
0.02619204,0.7848507,0.01578191
0.031924754,0.83937454,0.045211732
0.032457054,0.84897894,0.04879409
0.016176045,0.8575207,0.04335189
0.007992476,0.86460257,0.03508979
0.008835226,0.8030105,0.033180684
0.009101957,0.7419523,0.031270564
0.0072455406,0.73947424,0.027494192
0.0054260194,0.7582207,0.02499643
0.008839071,0.84864044,0.032834947
0.014404297,0.87144,0.0433681
0.02105704,0.85722756,0.042829663
0.030941129,0.8151029,0.046090633
0.04951322,0.76059645,0.05276987
0.044889003,0.7867766,0.08347911
0.020915985,0.8960329,0.19436514
0.013031781,0.9495028,0.37298906
0.0095356405,0.96941715,0.58039665
0.0075279474,0.9769995,0.7184528
0.0068539083,0.9799719,0.7936403
0.0071304142,0.9806502,0.8235433
0.007538438,0.9793693,0.82744396
0.007947385,0.9767342,0.8150549
0.006904006,0.973466,0.77533054
0.005505055,0.9656655,0.6768865
0.0036683977,0.9674164,0.52260125
0.0030421615,0.97073454,0.40633
0.00260216,0.96507263,0.31385028
0.0022491217,0.95502317,0.2536382
0.0020801127,0.93971765,0.20657563
0.0018948317,0.918737,0.16881603
0.000898242,0.90401053,0.18781126
0.0011441112,0.8454893,0.25791374
0.0010871291,0.9046143,0.1933524
0.0012593269,0.9346414,0.123586595
0.0019202828,0.9493592,0.06911054
0.0022662878,0.9587064,0.08248809
0.003461361,0.95949805,0.17827398
0.0048917234,0.9507855,0.5833206
0.0038659573,0.94258976,0.8799144
0.0016780496,0.9622216,0.9259049
0.00097069144,0.97562706,0.9261805
0.0011268258,0.9782739,0.9027072
0.0025534928,0.98280144,0.8450767
0.05564809,0.969386,0.9058435
0.842888,0.68950343,0.7487241
0.978801,0.37185922,0.45662513
0.98862576,0.27688882,0.34450877
0.9867655,0.29506955,0.38489026
0.97933567,0.35622475,0.51851976
0.97032183,0.4151364,0.660838
0.9734289,0.41148388,0.74014884
0.97947145,0.3750314,0.7628273
0.97806823,0.36353895,0.73170424
0.9674958,0.39234692,0.5928954
0.9497321,0.3555893,0.3808071
0.9530812,0.2516853,0.47684947
0.9585437,0.19257241,0.62579983
0.97409534,0.12530702,0.67016286
0.9750991,0.091704786,0.7402959
0.941307,0.11912307,0.5901061
0.046002597,0.8471328,0.38880947
0.00369066,0.97120357,0.16289791
0.0015922487,0.9824965,0.09965569
0.0018594265,0.9758098,0.097001165
0.0018838942,0.9752817,0.09685314
0.001268208,0.9841287,0.08732602
0.00091034174,0.9899325,0.085657656
0.0009595752,0.9915385,0.11126801
0.0020868778,0.9857626,0.25245303
0.010449082,0.93051195,0.6707156
0.8209028,0.23304984,0.7563212
0.95349216,0.20763463,0.54170454
0.9640074,0.22077763,0.4479113
0.96354973,0.21968353,0.45615387
0.9556645,0.20420006,0.54023755
0.948812,0.15117404,0.66605294
0.12329787,0.69350266,0.74938554
0.0041574836,0.96622133,0.54317164
0.0012908876,0.9903659,0.1781218
0.0007827878,0.9927509,0.09783548
0.00081941485,0.99238133,0.09396598
0.00079119205,0.9932368,0.10550526
0.0010938942,0.9920224,0.1899252
0.0023680925,0.9774451,0.6031969
0.010432988,0.93767834,0.83379054
0.8495883,0.304267,0.5833135
0.9633988,0.23964813,0.31116834
0.9469339,0.3176399,0.21952978
0.94783586,0.30769587,0.24143589
0.96312785,0.23992592,0.35348707
0.9364251,0.24065378,0.5079814
0.25303683,0.6367635,0.78997546
0.0045219064,0.9594723,0.7259002
0.0013881922,0.9894203,0.31214017
0.00087043643,0.9928953,0.12113562
0.00086158514,0.9930538,0.10763261
0.0009703338,0.99237,0.14949167
0.0013572574,0.9878025,0.39227387
0.0025257766,0.9734074,0.7699344
0.037357867,0.88652873,0.80301034
0.9414433,0.26848507,0.3722612
0.94670486,0.3190279,0.179079
0.9471936,0.33475697,0.15413731
0.9467573,0.3188672,0.19274256
0.9612335,0.23886654,0.3177759
0.7857324,0.35326606,0.5997894
0.014551491,0.9277621,0.8466677
0.0024170578,0.975634,0.6687258
0.0011548698,0.9906589,0.27108467
0.0010486841,0.99161893,0.22639093
0.001412183,0.9866731,0.4372397
0.002262473,0.9746524,0.75960577
0.0089660585,0.9494546,0.8350818
0.87407655,0.3269981,0.4472835
0.9481375,0.30267876,0.19122687
0.9487214,0.33318424,0.13902402
0.9477695,0.33469182,0.1491571
0.9480843,0.3039232,0.21119651
0.94758016,0.2614648,0.3895589
0.32968593,0.62174726,0.72761744
0.003965825,0.964696,0.8078046
0.0016203523,0.985057,0.48704153
0.0009861588,0.99231136,0.15588963
0.0009856224,0.99245083,0.138268
0.001017034,0.9916117,0.21689883
0.0015924275,0.98290384,0.5620287
0.0026468933,0.974175,0.8323866
0.057002187,0.8706502,0.7258097
0.96133935,0.23617771,0.23895544
0.94906247,0.32871646,0.12993568
0.9524324,0.3284762,0.115431935
0.9479042,0.33229774,0.14435565
0.95475507,0.27115864,0.22892553
0.90099907,0.30189216,0.4682146
0.03192264,0.8918581,0.8175076
0.0025100112,0.97384846,0.7436761
0.0013023913,0.9882866,0.37305647
0.0011444986,0.9898616,0.3075654
0.0015542507,0.98396933,0.53203535
0.0026240945,0.97351056,0.79259926
0.014837176,0.93492633,0.81218827
0.91189456,0.30597395,0.37822038
0.94694793,0.3157455,0.16685194
0.948303,0.33067942,0.138711
0.9460096,0.32671994,0.16657883
0.9618921,0.23847288,0.27302024
0.69110715,0.4226917,0.59777623
0.009278476,0.9462944,0.8459858
0.0023495853,0.97522587,0.69606817
0.0011537969,0.9899626,0.30273822
0.0010457635,0.99108094,0.249183
0.0013757646,0.98621863,0.45609424
0.0021996796,0.9750952,0.7690332
0.004965842,0.96481204,0.840114
0.8437679,0.35141534,0.4373663
0.947101,0.31385422,0.16394055
0.9530494,0.32729667,0.110515386
0.9547148,0.33999336,0.12198779
0.94862425,0.33405435,0.14109081
0.95271873,0.28089267,0.22586486
0.91996884,0.2850821,0.45576084
0.04642266,0.8654274,0.8114592
0.0026257634,0.9731413,0.7424339
0.0012708008,0.9889536,0.34480414
0.0010025501,0.99227494,0.15943116
0.0010057092,0.99196875,0.19795656
0.0013834536,0.98602206,0.46348563
0.0024710596,0.97411525,0.78738874
0.0113119185,0.9449218,0.81317663
0.93214107,0.28159866,0.3467636
0.9460182,0.32601172,0.1509574
0.95132667,0.32939976,0.11830801
0.9491856,0.33199704,0.13361233
0.94780976,0.30659533,0.19403338
0.9443116,0.26463887,0.38095123
0.14180994,0.7655679,0.75626045
0.0030448437,0.970824,0.80096495
0.0014486909,0.98643446,0.44577086
0.0009968579,0.9923929,0.14460006
0.000996232,0.9925342,0.12770039
0.0010109842,0.9920954,0.18836242
0.0014111698,0.98460436,0.51494694
0.0024738908,0.97475964,0.82230747
0.017633855,0.93336654,0.76128435
0.95965767,0.23690343,0.23295167
0.94964445,0.3251452,0.12073368
0.95315266,0.3260914,0.1047743
0.94914895,0.329073,0.12977779
0.95216155,0.2815714,0.20289743
0.880108,0.3215438,0.45300603
0.01730737,0.92598397,0.8233552
0.0022728443,0.97470903,0.7554903
0.0012614429,0.988061,0.38382137
0.0011305809,0.9893904,0.32917497
0.001554817,0.98295754,0.56451124
0.0025238693,0.97430134,0.8104798
0.011794627,0.9448624,0.79817104
0.9480113,0.25579602,0.308591
0.9467075,0.3249614,0.14289725
0.95158833,0.32844347,0.11378157
0.9493001,0.330383,0.13043314
0.948035,0.303872,0.19113147
0.9353645,0.27658623,0.38781694
0.07376528,0.83587635,0.7790806
0.0028456151,0.9721271,0.7902638
0.0013448596,0.9873638,0.4109086
0.001000315,0.99245745,0.13644835
0.0010000467,0.9925965,0.12045863
0.0010048449,0.99235964,0.16961259
0.0013142824,0.9855505,0.483231
0.002383083,0.97504175,0.8155363
0.009640247,0.9526267,0.77929974
0.95778,0.23975772,0.23179474
0.9502249,0.32335743,0.11427921
0.95818996,0.36795866,0.12697506
0.96211255,0.4107079,0.21020827
0.9602277,0.39914063,0.18696675
0.95348155,0.32985988,0.11728978
0.9472129,0.31345958,0.19052553
0.94335884,0.26475358,0.40203482
0.09176779,0.80809516,0.78846335
0.0027056336,0.9719174,0.76686877
0.0012492537,0.98914576,0.33686683
0.00095915794,0.99267083,0.120511204
0.0009474158,0.99277663,0.107462585
0.0010233521,0.9924016,0.14162815
0.0011592507,0.98828477,0.3770985
0.0020802915,0.9757851,0.77505934
0.004675925,0.9669999,0.82946414
0.9330427,0.27913177,0.32243878
0.9483205,0.32352775,0.12833053
0.9573031,0.35988247,0.123551846
0.9588659,0.38014507,0.15090814
0.9538655,0.3317357,0.11475083
0.9461964,0.32464752,0.16988027
0.9550058,0.24880946,0.3369829
0.16388291,0.7494532,0.7433487
0.0030251145,0.97105396,0.8036027
0.001434952,0.98654854,0.44161394
0.000996232,0.9924134,0.14211404
0.0009945631,0.99256474,0.124337316
0.0010047555,0.9923011,0.17546782
0.001357019,0.98532057,0.49060112
0.0024425983,0.97475106,0.81467664
0.012863487,0.94379854,0.775963
0.9585836,0.2377272,0.24070469
0.9494154,0.32448405,0.12153357
0.9545462,0.33419067,0.10754788
0.9517108,0.3284906,0.11423764
0.9466282,0.31948167,0.16676384
0.9536557,0.24947873,0.32765058
0.1077151,0.8046196,0.74478275
0.002856344,0.9724685,0.8135973
0.0014466643,0.9857874,0.47082585
0.0010158718,0.99235564,0.14790237
0.0010146499,0.99249935,0.13051453
0.0010218918,0.99176836,0.20301312
0.0014074445,0.98397523,0.5366666
0.0024020076,0.9752878,0.83225995
0.01665464,0.93460315,0.75465745
0.9597452,0.23970562,0.21222281
0.95090306,0.32360464,0.1098668
0.9547948,0.33519104,0.1052306
0.9508589,0.32794994,0.11557448
0.94773257,0.3068844,0.17537317
0.9087014,0.30605775,0.3983518
0.025738329,0.9093543,0.8057877
0.0025080144,0.9738108,0.77978295
0.0013461113,0.9865904,0.4422156
0.001209259,0.9880682,0.38492256
0.0016843975,0.9804646,0.62165564
0.0025231242,0.9747177,0.83082175
0.017210484,0.9335241,0.77015007
0.9585247,0.23552176,0.25949556
0.9478545,0.32512814,0.13376728
0.9507842,0.32879257,0.11677492
0.9471437,0.32882437,0.14472103
0.96090835,0.24399176,0.23904654
0.6632655,0.44304037,0.58655643
0.0063532293,0.9578924,0.84688306
0.0021887124,0.9756824,0.7089168
0.0011269152,0.9898035,0.31115723
0.0010347664,0.9909209,0.252767
0.0013261139,0.9862872,0.4551461
0.0020997226,0.9756367,0.77054054
0.003658414,0.97059906,0.84409136
0.79703224,0.38178307,0.4472978
0.9466164,0.31894428,0.15045083
0.95470303,0.33637357,0.11064899
0.9571738,0.36155808,0.13256603
0.9520121,0.32953477,0.120301306
0.9471622,0.3139455,0.18643722
0.9449724,0.26401782,0.38165408
0.13634884,0.7676344,0.7646128
0.0030480027,0.9705286,0.78892976
0.0013795793,0.98744714,0.4065115
0.0009857416,0.99247074,0.13578916
0.0009817779,0.99263465,0.11876118
0.0010007918,0.9923853,0.16073865
0.0013108552,0.9861698,0.45967844
0.0024487078,0.9745116,0.80372775
0.011347026,0.9468757,0.7893467
0.958269,0.2362343,0.25704128
0.94859827,0.32511503,0.12845033
0.9543561,0.33343393,0.109279364
0.9522138,0.3284529,0.114904374
0.94603497,0.326333,0.16464713
0.9589524,0.23970154,0.31070536
0.27317083,0.67669,0.6987939
0.0034925342,0.969089,0.8307505
0.0016797781,0.9832654,0.5413419
0.0009945333,0.9922881,0.16635078
0.001010567,0.9923651,0.1470741
0.0010325015,0.9908816,0.25348184
0.0016682446,0.98098457,0.60951275
0.0026161373,0.9747057,0.8488392
0.07825202,0.8435111,0.702508
0.95954525,0.2469903,0.21114707
0.95042866,0.3282408,0.11911148
0.9539772,0.331653,0.11222783
0.94912875,0.33224684,0.134467
0.95017886,0.2919594,0.20881313
0.9275289,0.2820615,0.42725736
0.05816883,0.8506436,0.80078465
0.0026018322,0.9726968,0.7652209
0.0012513101,0.98904824,0.3410704
0.00096687675,0.99262094,0.12304723
0.0009520054,0.9927964,0.1088109
0.0010240972,0.99236363,0.14707917
0.0012172163,0.9875953,0.4047265
0.002266109,0.97503185,0.78516495
0.007380545,0.95755064,0.81325144
0.95000863,0.25355595,0.29199228
0.9481064,0.32485384,0.13186923
0.9558095,0.34667376,0.117869884
0.9559785,0.35028106,0.12552074
0.9491755,0.33277625,0.13485199
0.9533531,0.27786767,0.22272918
0.89666104,0.30386633,0.4745469
0.025743425,0.903193,0.823873
0.0025093257,0.9742248,0.7252828
0.0012468398,0.9891033,0.3387484
0.0011108816,0.99040735,0.28361994
0.001521349,0.9846915,0.5090746
0.0025905073,0.97351927,0.78494734
0.015861899,0.9313997,0.81739557
0.90954024,0.30617937,0.39261588
0.9473562,0.3113703,0.17700517
0.94723076,0.3316391,0.14897525
0.9468722,0.31725922,0.18363982
0.9607409,0.23815298,0.30573857
0.6325851,0.4600574,0.62421453
0.007650435,0.95119447,0.85369897
0.0022503138,0.97658587,0.6664906
0.0011127591,0.9908045,0.26545495
0.0010298789,0.9917477,0.21498775
0.0013225675,0.98746294,0.4073286
0.0021348894,0.97546,0.742949
0.003954053,0.9686556,0.84945214
0.7682749,0.3916509,0.5146396
0.9480891,0.30310774,0.18592024
0.9518526,0.3297448,0.12116787
0.954332,0.3385541,0.1265406
0.94857043,0.33546084,0.14829803
0.95063925,0.28893965,0.23347208
0.94235563,0.2622699,0.44208825
0.16440558,0.72842616,0.78227323
0.0033085644,0.9670069,0.7604197
0.0013431609,0.988899,0.34573933
0.00092867017,0.99269855,0.12509632
0.000911355,0.99293184,0.108867764
0.0010002553,0.99235785,0.14941192
0.0012869835,0.98762214,0.40215942
0.0023899674,0.9743683,0.77848756
0.015770823,0.93285096,0.8087746
0.9472627,0.2572142,0.32973745
0.9458482,0.32802096,0.1544205
0.9495555,0.33203432,0.13054746
0.9462987,0.33234006,0.15772235
0.96045214,0.24942386,0.2521449
0.88114893,0.31211025,0.49541017
0.028904319,0.8960557,0.8225676
0.002574265,0.97377366,0.7318232
0.001296252,0.98861206,0.3591434
0.0011618137,0.9898896,0.305844
0.001606524,0.98361623,0.53785723
0.0026974082,0.97317374,0.7943531
0.024636656,0.91239756,0.80218446
0.92761624,0.28792387,0.37304002
0.94703275,0.31501555,0.17474148
0.9468204,0.3320194,0.15291518
0.9475244,0.30993998,0.19483659
0.9572309,0.24730983,0.3301068
0.50038296,0.5340383,0.66472447
0.0047454834,0.9623281,0.8429333
0.0019886196,0.9796687,0.614369
0.0010413826,0.99176943,0.21734908
0.0009917319,0.9922579,0.17228192
0.0011845529,0.9891358,0.33907294
0.0020072758,0.9763818,0.7001806
0.0032532215,0.9720035,0.85843253
0.38267186,0.6085672,0.62155217
0.95227385,0.28027016,0.19755143
0.9511415,0.33006704,0.1215235
0.9543339,0.3375409,0.12289119
0.9490285,0.33434743,0.14225537
0.94908667,0.29657316,0.22136831
0.9427722,0.26373914,0.42877653
0.1469742,0.7494261,0.7789571
0.0033905208,0.9680722,0.7907928
0.0015699863,0.9852464,0.46409342
0.001036793,0.9919088,0.1619491
0.0010623634,0.9918605,0.15206873
0.001159668,0.9892797,0.29464126
0.001942128,0.9749098,0.68284124
0.004701793,0.9618876,0.86476535
0.038878858,0.8662617,0.6788609
0.9470922,0.29868895,0.12321547
0.95401627,0.33444917,0.07347271
0.9569853,0.36473566,0.097868145
0.95521355,0.32273412,0.069506526
0.95131207,0.30565876,0.10241076
0.9580991,0.2347315,0.1949898
0.01421532,0.921823,0.77872765
0.0094022155,0.9382714,0.8779116
0.002648294,0.9629892,0.7631713
0.0024103522,0.9665122,0.7168524
0.0040581524,0.9524468,0.8368345
0.01187703,0.92520607,0.8665719
0.026958525,0.8530072,0.7282151
0.95666134,0.22602192,0.13425195
0.95530796,0.2698525,0.0797919
0.95530283,0.26259702,0.085413635
0.959502,0.21137589,0.14224312
0.062238127,0.75095963,0.71436715
0.025978029,0.860847,0.83057266
0.007956773,0.9268295,0.8770656
0.0030812323,0.96473193,0.6554563
0.0023749769,0.9741355,0.55360985
0.0035913587,0.95824575,0.7211074
0.010374427,0.9154639,0.8922227
0.055395454,0.725662,0.80634546
0.96717143,0.12296367,0.23411343
0.9633094,0.16759104,0.1077742
0.96389735,0.16656798,0.10605416
0.96547085,0.14144188,0.16322067
0.20929798,0.44395012,0.7546345
0.07179707,0.6754901,0.8257622
0.01359719,0.9002203,0.88835824
0.0043797493,0.95679593,0.65278226
0.002167344,0.98173296,0.32418355
0.002171129,0.98151076,0.3277898
0.0036701262,0.96438277,0.58145595
